id.auto()	student_id.auto()	subject_id.auto()	mark.auto()	created_at.auto()
5804	7911	562	4	2021-10-12 22:44:53.237302
5805	167829	500	3	2021-10-12 22:44:53.237302
5806	106044	710	2	2021-10-12 22:44:53.237302
5807	27259	189	5	2021-10-12 22:44:53.237302
5808	127692	198	4	2021-10-12 22:44:53.237302
5809	115068	450	2	2021-10-12 22:44:53.237302
5810	2414	645	4	2021-10-12 22:44:53.237302
5811	142434	523	2	2021-10-12 22:44:53.237302
5812	23721	934	1	2021-10-12 22:44:53.237302
5813	133411	856	5	2021-10-12 22:44:53.237302
5814	21260	364	2	2021-10-12 22:44:53.237302
5815	169728	988	1	2021-10-12 22:44:53.237302
5816	44006	552	1	2021-10-12 22:44:53.237302
5817	195798	889	1	2021-10-12 22:44:53.237302
5818	170417	78	2	2021-10-12 22:44:53.237302
5819	73396	547	3	2021-10-12 22:44:53.237302
5820	34681	286	1	2021-10-12 22:44:53.237302
5821	131256	567	3	2021-10-12 22:44:53.237302
5822	197032	926	2	2021-10-12 22:44:53.237302
5823	112462	153	0	2021-10-12 22:44:53.237302
5824	128547	269	1	2021-10-12 22:44:53.237302
5825	43743	733	2	2021-10-12 22:44:53.237302
5826	5596	205	3	2021-10-12 22:44:53.237302
5827	199455	584	0	2021-10-12 22:44:53.237302
5828	183269	233	3	2021-10-12 22:44:53.237302
5829	44784	726	0	2021-10-12 22:44:53.237302
5830	129210	812	4	2021-10-12 22:44:53.237302
5831	118603	99	4	2021-10-12 22:44:53.237302
5832	145575	61	5	2021-10-12 22:44:53.237302
5833	177910	1	1	2021-10-12 22:44:53.237302
5834	173629	835	4	2021-10-12 22:44:53.237302
5835	137423	296	4	2021-10-12 22:44:53.237302
5836	184337	267	5	2021-10-12 22:44:53.237302
5837	170669	554	2	2021-10-12 22:44:53.237302
5838	109625	447	3	2021-10-12 22:44:53.237302
5839	85778	967	3	2021-10-12 22:44:53.237302
5840	110737	79	3	2021-10-12 22:44:53.237302
5841	120614	697	4	2021-10-12 22:44:53.237302
5842	16545	161	1	2021-10-12 22:44:53.237302
5843	9952	776	4	2021-10-12 22:44:53.237302
5844	8256	441	4	2021-10-12 22:44:53.237302
5845	128331	917	0	2021-10-12 22:44:53.237302
5846	16304	214	1	2021-10-12 22:44:53.237302
5847	120619	425	0	2021-10-12 22:44:53.237302
5848	137413	185	4	2021-10-12 22:44:53.237302
5849	90869	186	3	2021-10-12 22:44:53.237302
5850	23601	896	2	2021-10-12 22:44:53.237302
5851	43945	43	4	2021-10-12 22:44:53.237302
5852	51444	394	3	2021-10-12 22:44:53.237302
5853	37131	561	4	2021-10-12 22:44:53.237302
5854	141878	160	1	2021-10-12 22:44:53.237302
5855	128465	471	1	2021-10-12 22:44:53.237302
5856	39067	917	4	2021-10-12 22:44:53.237302
5857	63996	512	3	2021-10-12 22:44:53.237302
5858	175710	769	1	2021-10-12 22:44:53.237302
5859	47300	332	0	2021-10-12 22:44:53.237302
5860	136743	482	0	2021-10-12 22:44:53.237302
5861	26858	957	1	2021-10-12 22:44:53.237302
5862	64085	819	4	2021-10-12 22:44:53.237302
5863	104000	460	2	2021-10-12 22:44:53.237302
5864	193044	64	3	2021-10-12 22:44:53.237302
5865	76880	877	0	2021-10-12 22:44:53.237302
5866	57026	64	2	2021-10-12 22:44:53.237302
5867	84846	645	3	2021-10-12 22:44:53.237302
5868	121186	95	1	2021-10-12 22:44:53.237302
5869	174424	100	2	2021-10-12 22:44:53.237302
5870	148285	372	5	2021-10-12 22:44:53.237302
5871	11521	291	4	2021-10-12 22:44:53.237302
5872	34473	246	4	2021-10-12 22:44:53.237302
5873	38658	667	3	2021-10-12 22:44:53.237302
5874	157373	694	3	2021-10-12 22:44:53.237302
5875	162473	942	3	2021-10-12 22:44:53.237302
5876	81877	401	0	2021-10-12 22:44:53.237302
5877	92966	332	1	2021-10-12 22:44:53.237302
5878	70882	337	4	2021-10-12 22:44:53.237302
5879	82494	869	1	2021-10-12 22:44:53.237302
5880	68271	198	0	2021-10-12 22:44:53.237302
5881	105356	123	2	2021-10-12 22:44:53.237302
5882	147499	584	0	2021-10-12 22:44:53.237302
5883	114133	643	3	2021-10-12 22:44:53.237302
5884	94722	764	2	2021-10-12 22:44:53.237302
5885	88273	569	4	2021-10-12 22:44:53.237302
5886	181550	760	2	2021-10-12 22:44:53.237302
5887	62861	197	2	2021-10-12 22:44:53.237302
5888	105032	778	4	2021-10-12 22:44:53.237302
5889	139594	648	4	2021-10-12 22:44:53.237302
5890	13467	253	3	2021-10-12 22:44:53.237302
5891	132322	705	3	2021-10-12 22:44:53.237302
5892	26532	120	2	2021-10-12 22:44:53.237302
5893	88832	774	3	2021-10-12 22:44:53.237302
5894	50179	362	2	2021-10-12 22:44:53.237302
5895	97077	461	0	2021-10-12 22:44:53.237302
5896	54280	543	2	2021-10-12 22:44:53.237302
5897	195863	500	1	2021-10-12 22:44:53.237302
5898	89632	816	1	2021-10-12 22:44:53.237302
5899	193880	71	2	2021-10-12 22:44:53.237302
5900	27964	326	2	2021-10-12 22:44:53.237302
5901	7487	495	3	2021-10-12 22:44:53.237302
5902	52624	134	5	2021-10-12 22:44:53.237302
5903	82799	224	3	2021-10-12 22:44:53.237302
5904	106553	37	1	2021-10-12 22:44:53.237302
5905	137196	639	4	2021-10-12 22:44:53.237302
5906	180661	643	1	2021-10-12 22:44:53.237302
5907	149834	36	3	2021-10-12 22:44:53.237302
5908	8318	59	4	2021-10-12 22:44:53.237302
5909	138251	39	2	2021-10-12 22:44:53.237302
5910	128258	517	1	2021-10-12 22:44:53.237302
5911	29746	713	3	2021-10-12 22:44:53.237302
5912	18612	720	4	2021-10-12 22:44:53.237302
5913	112668	6	1	2021-10-12 22:44:53.237302
5914	177162	194	2	2021-10-12 22:44:53.237302
5915	88677	229	2	2021-10-12 22:44:53.237302
5916	58640	27	2	2021-10-12 22:44:53.237302
5917	99001	673	1	2021-10-12 22:44:53.237302
5918	5388	324	1	2021-10-12 22:44:53.237302
5919	41434	813	3	2021-10-12 22:44:53.237302
5920	21572	636	1	2021-10-12 22:44:53.237302
5921	120270	698	1	2021-10-12 22:44:53.237302
5922	100225	549	1	2021-10-12 22:44:53.237302
5923	96792	87	4	2021-10-12 22:44:53.237302
5924	137836	506	2	2021-10-12 22:44:53.237302
5925	87293	499	1	2021-10-12 22:44:53.237302
5926	33781	729	5	2021-10-12 22:44:53.237302
5927	187529	535	4	2021-10-12 22:44:53.237302
5928	78174	704	0	2021-10-12 22:44:53.237302
5929	181568	438	3	2021-10-12 22:44:53.237302
5930	169335	715	2	2021-10-12 22:44:53.237302
5931	90164	168	4	2021-10-12 22:44:53.237302
5932	192164	94	5	2021-10-12 22:44:53.237302
5933	46445	224	3	2021-10-12 22:44:53.237302
5934	160513	329	5	2021-10-12 22:44:53.237302
5935	119514	641	2	2021-10-12 22:44:53.237302
5936	94931	706	3	2021-10-12 22:44:53.237302
5937	49317	791	5	2021-10-12 22:44:53.237302
5938	22280	549	2	2021-10-12 22:44:53.237302
5939	113102	71	5	2021-10-12 22:44:53.237302
5940	64292	321	4	2021-10-12 22:44:53.237302
5941	38725	138	3	2021-10-12 22:44:53.237302
5942	15558	480	3	2021-10-12 22:44:53.237302
5943	189484	844	3	2021-10-12 22:44:53.237302
5944	62205	847	4	2021-10-12 22:44:53.237302
5945	9770	941	2	2021-10-12 22:44:53.237302
5946	121365	209	3	2021-10-12 22:44:53.237302
5947	25119	641	2	2021-10-12 22:44:53.237302
5948	131794	330	4	2021-10-12 22:44:53.237302
5949	87994	606	2	2021-10-12 22:44:53.237302
5950	82150	32	1	2021-10-12 22:44:53.237302
5951	130053	315	1	2021-10-12 22:44:53.237302
5952	95937	898	2	2021-10-12 22:44:53.237302
5953	79781	742	3	2021-10-12 22:44:53.237302
5954	146844	839	0	2021-10-12 22:44:53.237302
5955	32113	185	5	2021-10-12 22:44:53.237302
5956	127840	570	3	2021-10-12 22:44:53.237302
5957	111731	308	3	2021-10-12 22:44:53.237302
5958	72267	776	3	2021-10-12 22:44:53.237302
5959	189927	400	3	2021-10-12 22:44:53.237302
5960	114634	180	3	2021-10-12 22:44:53.237302
5961	25711	283	1	2021-10-12 22:44:53.237302
5962	194950	627	1	2021-10-12 22:44:53.237302
5963	4726	577	3	2021-10-12 22:44:53.237302
5964	69905	653	1	2021-10-12 22:44:53.237302
5965	152567	454	4	2021-10-12 22:44:53.237302
5966	80838	294	0	2021-10-12 22:44:53.237302
5967	41433	501	2	2021-10-12 22:44:53.237302
5968	172549	951	4	2021-10-12 22:44:53.237302
5969	4515	519	4	2021-10-12 22:44:53.237302
5970	99135	954	4	2021-10-12 22:44:53.237302
5971	32578	461	1	2021-10-12 22:44:53.237302
5972	103911	140	3	2021-10-12 22:44:53.237302
5973	106653	363	1	2021-10-12 22:44:53.237302
5974	81365	914	5	2021-10-12 22:44:53.237302
5975	41897	906	4	2021-10-12 22:44:53.237302
5976	51779	49	1	2021-10-12 22:44:53.237302
5977	159702	416	1	2021-10-12 22:44:53.237302
5978	169290	33	5	2021-10-12 22:44:53.237302
5979	43134	204	3	2021-10-12 22:44:53.237302
5980	145560	567	2	2021-10-12 22:44:53.237302
5981	84288	282	0	2021-10-12 22:44:53.237302
5982	68991	738	4	2021-10-12 22:44:53.237302
5983	59941	42	3	2021-10-12 22:44:53.237302
5984	180786	966	0	2021-10-12 22:44:53.237302
5985	78532	418	2	2021-10-12 22:44:53.237302
5986	20026	888	1	2021-10-12 22:44:53.237302
5987	39259	407	2	2021-10-12 22:44:53.237302
5988	77729	10	2	2021-10-12 22:44:53.237302
5989	79591	868	4	2021-10-12 22:44:53.237302
5990	160105	148	3	2021-10-12 22:44:53.237302
5991	95745	350	3	2021-10-12 22:44:53.237302
5992	14465	139	1	2021-10-12 22:44:53.237302
5993	153306	636	1	2021-10-12 22:44:53.237302
5994	25554	195	4	2021-10-12 22:44:53.237302
5995	13042	794	4	2021-10-12 22:44:53.237302
5996	123550	599	3	2021-10-12 22:44:53.237302
5997	39920	621	0	2021-10-12 22:44:53.237302
5998	49012	626	0	2021-10-12 22:44:53.237302
5999	139094	879	3	2021-10-12 22:44:53.237302
6000	164691	165	4	2021-10-12 22:44:53.237302
6001	99945	92	4	2021-10-12 22:44:53.237302
6002	103012	220	0	2021-10-12 22:44:53.237302
6003	167381	935	2	2021-10-12 22:44:53.237302
6004	127774	771	0	2021-10-12 22:44:53.237302
6005	38940	702	2	2021-10-12 22:44:53.237302
6006	103082	202	3	2021-10-12 22:44:53.237302
6007	163947	417	5	2021-10-12 22:45:26.868985
6008	173746	452	0	2021-10-12 22:45:26.868985
6009	82684	508	4	2021-10-12 22:45:26.868985
6010	137049	243	0	2021-10-12 22:45:26.868985
6011	179753	562	3	2021-10-12 22:45:26.868985
6012	99308	600	0	2021-10-12 22:45:26.868985
6013	86154	821	3	2021-10-12 22:45:26.868985
6014	81815	621	1	2021-10-12 22:45:26.868985
6015	55887	858	2	2021-10-12 22:45:26.868985
6016	76007	389	1	2021-10-12 22:45:26.868985
6017	158282	322	4	2021-10-12 22:45:26.868985
6018	72571	100	5	2021-10-12 22:45:26.868985
6019	83907	707	1	2021-10-12 22:45:26.868985
6020	172948	779	2	2021-10-12 22:45:26.868985
6021	2844	276	1	2021-10-12 22:45:26.868985
6022	106470	320	4	2021-10-12 22:45:26.868985
6023	11581	835	1	2021-10-12 22:45:26.868985
6024	36484	903	0	2021-10-12 22:45:26.868985
6025	190254	215	4	2021-10-12 22:45:26.868985
6026	182353	931	1	2021-10-12 22:45:26.868985
6027	17980	828	2	2021-10-12 22:45:26.868985
6028	33077	1000	2	2021-10-12 22:45:26.868985
6029	179887	940	4	2021-10-12 22:45:26.868985
6030	33100	212	1	2021-10-12 22:45:26.868985
6031	21947	21	1	2021-10-12 22:45:26.868985
6032	36096	373	3	2021-10-12 22:45:26.868985
6033	36368	764	3	2021-10-12 22:45:26.868985
6034	8999	197	2	2021-10-12 22:45:26.868985
6035	24533	326	1	2021-10-12 22:45:26.868985
6036	129268	422	3	2021-10-12 22:45:26.868985
6037	109027	431	1	2021-10-12 22:45:26.868985
6038	83932	464	2	2021-10-12 22:45:26.868985
6039	88919	26	1	2021-10-12 22:45:26.868985
6040	79858	719	5	2021-10-12 22:45:26.868985
6041	174955	770	2	2021-10-12 22:45:26.868985
6042	127038	532	4	2021-10-12 22:45:26.868985
6043	49921	959	4	2021-10-12 22:45:26.868985
6044	119170	720	2	2021-10-12 22:45:26.868985
6045	15521	351	1	2021-10-12 22:45:26.868985
6046	90793	157	4	2021-10-12 22:45:26.868985
6047	108647	213	2	2021-10-12 22:45:26.868985
6048	139335	457	1	2021-10-12 22:45:26.868985
6049	189626	783	1	2021-10-12 22:45:26.868985
6050	101453	327	5	2021-10-12 22:45:26.868985
6051	68842	528	1	2021-10-12 22:45:26.868985
6052	161273	353	4	2021-10-12 22:45:26.868985
6053	13042	596	2	2021-10-12 22:45:26.868985
6054	8569	868	3	2021-10-12 22:45:26.868985
6055	5754	646	1	2021-10-12 22:45:26.868985
6056	116566	210	2	2021-10-12 22:45:26.868985
6057	142976	765	0	2021-10-12 22:45:26.868985
6058	197734	328	3	2021-10-12 22:45:26.868985
6059	193141	345	5	2021-10-12 22:45:26.868985
6060	198835	479	3	2021-10-12 22:45:26.868985
6061	22664	514	5	2021-10-12 22:45:26.868985
6062	184001	504	1	2021-10-12 22:45:26.868985
6063	60701	7	0	2021-10-12 22:45:26.868985
6064	166284	340	3	2021-10-12 22:45:26.868985
6065	59029	259	2	2021-10-12 22:45:26.868985
6066	94993	488	1	2021-10-12 22:45:26.868985
6067	128247	547	1	2021-10-12 22:45:26.868985
6068	140823	530	2	2021-10-12 22:45:26.868985
6069	173567	81	4	2021-10-12 22:45:26.868985
6070	170529	320	1	2021-10-12 22:45:26.868985
6071	141107	219	3	2021-10-12 22:45:26.868985
6072	139065	942	1	2021-10-12 22:45:26.868985
6073	92431	174	2	2021-10-12 22:45:26.868985
6074	155390	917	5	2021-10-12 22:45:26.868985
6075	153501	172	3	2021-10-12 22:45:26.868985
6076	140673	165	2	2021-10-12 22:45:26.868985
6077	129438	506	5	2021-10-12 22:45:26.868985
6078	182894	242	3	2021-10-12 22:45:26.868985
6079	123908	199	1	2021-10-12 22:45:26.868985
6080	80019	246	3	2021-10-12 22:45:26.868985
6081	140070	503	2	2021-10-12 22:45:26.868985
6082	105707	254	3	2021-10-12 22:45:26.868985
6083	114414	919	2	2021-10-12 22:45:26.868985
6084	74357	387	0	2021-10-12 22:45:26.868985
6085	104551	152	2	2021-10-12 22:45:26.868985
6086	75130	980	3	2021-10-12 22:45:26.868985
6087	124468	829	3	2021-10-12 22:45:26.868985
6088	16032	866	0	2021-10-12 22:45:26.868985
6089	193304	968	2	2021-10-12 22:45:26.868985
6090	46538	293	4	2021-10-12 22:45:26.868985
6091	197298	369	1	2021-10-12 22:45:26.868985
6092	65090	268	2	2021-10-12 22:45:26.868985
6093	120346	518	2	2021-10-12 22:45:26.868985
6094	185359	247	3	2021-10-12 22:45:26.868985
6095	7380	115	2	2021-10-12 22:45:26.868985
6096	55816	952	0	2021-10-12 22:45:26.868985
6097	40531	561	4	2021-10-12 22:45:26.868985
6098	199605	926	4	2021-10-12 22:45:26.868985
6099	163958	208	2	2021-10-12 22:45:26.868985
6100	45494	882	4	2021-10-12 22:45:26.868985
6101	136296	547	2	2021-10-12 22:45:26.868985
6102	166558	394	1	2021-10-12 22:45:26.868985
6103	143561	790	3	2021-10-12 22:45:26.868985
6104	6737	6	3	2021-10-12 22:45:26.868985
6105	125408	174	5	2021-10-12 22:45:26.868985
6106	65776	478	4	2021-10-12 22:45:26.868985
6107	186776	539	4	2021-10-12 22:45:26.868985
6108	131557	789	3	2021-10-12 22:45:26.868985
6109	111531	881	4	2021-10-12 22:45:26.868985
6110	126535	797	1	2021-10-12 22:45:26.868985
6111	46289	746	2	2021-10-12 22:45:26.868985
6112	77772	642	3	2021-10-12 22:45:26.868985
6113	113176	792	0	2021-10-12 22:45:26.868985
6114	155652	238	0	2021-10-12 22:45:26.868985
6115	51010	429	2	2021-10-12 22:45:26.868985
6116	25041	149	1	2021-10-12 22:45:26.868985
6117	61181	664	1	2021-10-12 22:45:26.868985
6118	145186	760	0	2021-10-12 22:45:26.868985
6119	177520	516	1	2021-10-12 22:45:26.868985
6120	95809	48	3	2021-10-12 22:45:26.868985
6121	194691	840	5	2021-10-12 22:45:26.868985
6122	123320	124	0	2021-10-12 22:45:26.868985
6123	4197	325	5	2021-10-12 22:45:26.868985
6124	136198	756	5	2021-10-12 22:45:26.868985
6125	94868	44	2	2021-10-12 22:45:26.868985
6126	183525	679	1	2021-10-12 22:45:26.868985
6127	96686	2	0	2021-10-12 22:45:26.868985
6128	190986	849	1	2021-10-12 22:45:26.868985
6129	158827	226	1	2021-10-12 22:45:26.868985
6130	164358	74	1	2021-10-12 22:45:26.868985
6131	138661	30	3	2021-10-12 22:45:26.868985
6132	10138	364	0	2021-10-12 22:45:26.868985
6133	164694	458	1	2021-10-12 22:45:26.868985
6134	1016	519	2	2021-10-12 22:45:26.868985
6135	24610	496	3	2021-10-12 22:45:26.868985
6136	165732	942	4	2021-10-12 22:45:26.868985
6137	11591	706	1	2021-10-12 22:45:26.868985
6138	76217	332	2	2021-10-12 22:45:26.868985
6139	140867	486	2	2021-10-12 22:45:26.868985
6140	72233	56	1	2021-10-12 22:45:26.868985
6141	169941	124	1	2021-10-12 22:45:26.868985
6142	127482	144	3	2021-10-12 22:45:26.868985
6143	52915	234	2	2021-10-12 22:45:26.868985
6144	31037	532	1	2021-10-12 22:45:26.868985
6145	129791	351	1	2021-10-12 22:45:26.868985
6146	32860	152	3	2021-10-12 22:45:26.868985
6147	56538	626	0	2021-10-12 22:45:26.868985
6148	73010	963	3	2021-10-12 22:45:26.868985
6149	190220	478	4	2021-10-12 22:45:26.868985
6150	42145	242	4	2021-10-12 22:45:26.868985
6151	144164	459	0	2021-10-12 22:45:26.868985
6152	117779	498	3	2021-10-12 22:45:26.868985
6153	49249	214	1	2021-10-12 22:45:26.868985
6154	175135	791	2	2021-10-12 22:45:26.868985
6155	124113	121	1	2021-10-12 22:45:26.868985
6156	152261	913	2	2021-10-12 22:45:26.868985
6157	112182	47	4	2021-10-12 22:45:26.868985
6158	192732	379	5	2021-10-12 22:45:26.868985
6159	57821	49	0	2021-10-12 22:45:26.868985
6160	42251	217	1	2021-10-12 22:45:26.868985
6161	51947	89	3	2021-10-12 22:45:26.868985
6162	173715	523	1	2021-10-12 22:45:26.868985
6163	141826	675	1	2021-10-12 22:45:26.868985
6164	168967	643	4	2021-10-12 22:45:26.868985
6165	11875	545	1	2021-10-12 22:45:26.868985
6166	175631	74	1	2021-10-12 22:45:26.868985
6167	729	866	0	2021-10-12 22:45:26.868985
6168	179957	98	1	2021-10-12 22:45:26.868985
6169	83700	28	0	2021-10-12 22:45:26.868985
6170	55613	64	4	2021-10-12 22:45:26.868985
6171	81717	784	2	2021-10-12 22:45:26.868985
6172	79133	747	3	2021-10-12 22:45:26.868985
6173	91801	659	2	2021-10-12 22:45:26.868985
6174	64521	482	2	2021-10-12 22:45:26.868985
6175	112461	253	4	2021-10-12 22:45:26.868985
6176	83906	987	5	2021-10-12 22:45:26.868985
6177	65796	652	2	2021-10-12 22:45:26.868985
6178	53065	627	3	2021-10-12 22:45:26.868985
6179	19146	502	2	2021-10-12 22:45:26.868985
6180	66625	995	0	2021-10-12 22:45:26.868985
6181	184219	564	2	2021-10-12 22:45:26.868985
6182	69551	718	2	2021-10-12 22:45:26.868985
6183	190272	799	0	2021-10-12 22:45:26.868985
6184	151550	565	3	2021-10-12 22:45:26.868985
6185	114869	555	2	2021-10-12 22:45:26.868985
6186	149889	525	3	2021-10-12 22:45:26.868985
6187	188516	776	4	2021-10-12 22:45:26.868985
6188	56100	370	4	2021-10-12 22:45:26.868985
6189	12716	476	1	2021-10-12 22:45:26.868985
6190	164121	67	3	2021-10-12 22:45:26.868985
6191	143630	401	0	2021-10-12 22:45:26.868985
6192	40938	165	1	2021-10-12 22:45:26.868985
6193	30738	539	1	2021-10-12 22:45:26.868985
6194	88737	930	4	2021-10-12 22:45:26.868985
6195	175947	956	0	2021-10-12 22:45:26.868985
6196	57976	705	5	2021-10-12 22:45:26.868985
6197	125812	281	5	2021-10-12 22:45:26.868985
6198	32482	197	0	2021-10-12 22:45:26.868985
6199	194605	111	4	2021-10-12 22:45:26.868985
6200	28949	203	2	2021-10-12 22:45:26.868985
6201	9382	788	3	2021-10-12 22:45:26.868985
6202	100125	494	2	2021-10-12 22:45:26.868985
6203	117126	378	1	2021-10-12 22:45:26.868985
6204	104346	44	4	2021-10-12 22:45:26.868985
6205	41436	191	1	2021-10-12 22:45:26.868985
6206	149283	325	3	2021-10-12 22:45:26.868985
6207	134087	968	2	2021-10-12 22:45:26.868985
6208	125472	189	5	2021-10-12 22:45:26.868985
6209	192964	388	3	2021-10-12 22:45:26.868985
6210	60091	552	4	2021-10-12 22:45:26.868985
6211	68946	55	2	2021-10-12 22:45:26.868985
6212	156511	629	3	2021-10-12 22:45:26.868985
6213	17836	550	2	2021-10-12 22:45:26.868985
6214	155364	40	0	2021-10-12 22:45:26.868985
6215	24103	130	3	2021-10-12 22:45:26.868985
6216	175112	220	1	2021-10-12 22:45:26.868985
6217	155438	301	5	2021-10-12 22:45:26.868985
6218	141958	151	4	2021-10-12 22:45:26.868985
6219	21141	835	2	2021-10-12 22:45:26.868985
6220	15251	96	2	2021-10-12 22:45:26.868985
6221	39611	404	3	2021-10-12 22:45:26.868985
6222	132191	828	4	2021-10-12 22:45:26.868985
6223	174878	296	2	2021-10-12 22:45:26.868985
6224	59139	363	0	2021-10-12 22:45:26.868985
6225	40139	36	1	2021-10-12 22:45:26.868985
6226	42794	209	2	2021-10-12 22:45:26.868985
6227	52786	872	4	2021-10-12 22:45:26.868985
6228	14594	135	1	2021-10-12 22:45:26.868985
6229	12414	674	4	2021-10-12 22:45:26.868985
6230	67618	218	2	2021-10-12 22:45:26.868985
6231	33703	749	2	2021-10-12 22:45:26.868985
6232	14302	281	0	2021-10-12 22:45:26.868985
6233	91649	885	3	2021-10-12 22:45:26.868985
6234	139047	403	4	2021-10-12 22:45:26.868985
6235	183903	397	4	2021-10-12 22:45:26.868985
6236	31447	583	4	2021-10-12 22:45:26.868985
6237	181150	291	1	2021-10-12 22:45:26.868985
6238	13818	823	0	2021-10-12 22:45:26.868985
6239	32445	983	1	2021-10-12 22:45:26.868985
6240	7099	541	2	2021-10-12 22:45:26.868985
6241	126732	596	1	2021-10-12 22:45:26.868985
6242	144361	438	4	2021-10-12 22:45:26.868985
6243	3898	488	4	2021-10-12 22:45:26.868985
6244	188857	159	5	2021-10-12 22:45:26.868985
6245	31815	690	2	2021-10-12 22:45:26.868985
6246	54132	224	2	2021-10-12 22:45:26.868985
6247	49460	248	2	2021-10-12 22:45:26.868985
6248	194192	450	1	2021-10-12 22:45:26.868985
6249	121110	661	2	2021-10-12 22:45:26.868985
6250	80898	634	2	2021-10-12 22:45:26.868985
6251	28116	64	2	2021-10-12 22:45:26.868985
6252	184662	328	0	2021-10-12 22:45:26.868985
6253	83239	312	0	2021-10-12 22:45:26.868985
6254	106731	369	0	2021-10-12 22:45:26.868985
6255	55667	620	4	2021-10-12 22:45:26.868985
6256	87920	24	5	2021-10-12 22:45:26.868985
6257	129893	90	1	2021-10-12 22:45:26.868985
6258	187914	984	4	2021-10-12 22:45:26.868985
6259	137672	242	3	2021-10-12 22:45:26.868985
6260	191116	547	4	2021-10-12 22:45:26.868985
6261	28292	59	4	2021-10-12 22:45:26.868985
6262	125711	552	4	2021-10-12 22:45:26.868985
6263	74477	346	1	2021-10-12 22:45:26.868985
6264	142035	201	1	2021-10-12 22:45:26.868985
6265	3201	769	3	2021-10-12 22:45:26.868985
6266	131409	729	0	2021-10-12 22:45:26.868985
6267	93602	953	5	2021-10-12 22:45:26.868985
6268	101469	253	4	2021-10-12 22:45:26.868985
6269	163438	509	0	2021-10-12 22:45:26.868985
6270	1205	359	4	2021-10-12 22:45:26.868985
6271	72340	76	3	2021-10-12 22:45:26.868985
6272	40522	252	2	2021-10-12 22:45:26.868985
6273	29388	639	2	2021-10-12 22:45:26.868985
6274	81653	548	4	2021-10-12 22:45:26.868985
6275	81186	5	1	2021-10-12 22:45:26.868985
6276	64885	779	2	2021-10-12 22:45:26.868985
6277	26939	485	5	2021-10-12 22:45:26.868985
6278	64458	288	5	2021-10-12 22:45:26.868985
6279	119042	23	3	2021-10-12 22:45:26.868985
6280	64505	138	3	2021-10-12 22:45:26.868985
6281	178644	942	4	2021-10-12 22:45:26.868985
6282	191941	68	3	2021-10-12 22:45:26.868985
